wmc,dit,cbo,rfc,ca,ce,npm,lcom3,loc,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
3,4,16,20,3,13,3,2.0,60,0.846153846,0.666666667,2,4,19.0,6,2.3333,0
5,6,10,16,1,9,1,0.916666667,62,0.88,0.666666667,2,3,10.8,1,0.6,0
4,7,11,13,2,9,1,1.0,43,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
2,3,15,17,1,14,2,2.0,80,0.857142857,0.625,1,1,39.0,1,0.5,0
4,6,18,36,2,16,3,1.0,172,0.962264151,0.5555555560000001,5,10,41.25,1,0.5,0
2,3,14,19,1,13,2,2.0,75,0.857142857,0.625,1,1,36.5,1,0.5,0
2,1,4,6,0,4,0,1.0,21,0.0,1.0,0,0,8.0,0,0.0,0
5,5,15,24,4,11,4,0.916666667,145,0.9411764709999999,0.666666667,4,8,27.4,1,0.6,0
5,7,17,18,1,16,1,0.916666667,66,0.88,0.666666667,2,3,11.6,1,0.6,0
2,3,10,16,1,9,2,2.0,58,0.857142857,0.6,1,1,28.0,4,2.0,0
5,6,3,9,1,2,5,1.25,28,0.962962963,0.65,1,1,4.4,1,0.2,0
0,1,2,0,2,0,0,2.0,4,0.0,0.0,0,0,0.0,0,0.0,0
4,4,13,21,1,12,3,1.0,85,0.956521739,0.5555555560000001,3,4,19.5,1,0.5,0
5,6,14,17,1,13,1,0.916666667,62,0.875,0.666666667,2,3,10.8,1,0.6,0
3,3,24,18,5,19,2,1.0,78,0.857142857,0.625,1,1,24.33333333,5,1.6667,0
2,1,27,29,0,27,0,1.0,136,0.0,1.0,0,0,54.0,0,0.0,0
4,6,9,13,0,9,1,1.0,43,0.916666667,0.5555555560000001,2,2,9.0,1,0.5,0
0,1,161,0,161,0,0,2.0,622,0.0,0.0,0,0,0.0,0,0.0,2
2,4,7,10,0,7,2,2.0,34,0.875,0.666666667,1,1,16.0,3,1.5,0
0,1,0,0,0,0,0,2.0,8,0.0,0.0,0,0,0.0,0,0.0,0
14,4,37,102,5,32,12,0.826923077,888,0.7209302329999999,0.653846154,3,3,62.14285714,1,0.8571,0
4,5,10,13,1,9,1,1.0,43,0.913043478,0.5555555560000001,2,2,9.0,1,0.5,0
2,4,24,24,1,23,2,2.0,129,0.944444444,0.625,1,2,63.5,3,1.5,0
2,1,5,8,2,3,2,2.0,54,0.0,0.75,0,0,26.0,7,3.5,0
2,4,23,30,1,22,2,2.0,433,0.944444444,0.625,1,2,215.5,1,0.5,1
4,4,11,19,1,10,3,1.0,97,0.96875,0.5555555560000001,3,7,22.5,1,0.5,0
2,1,7,9,3,4,2,2.0,58,0.0,0.75,0,0,28.0,6,3.0,0
2,3,13,13,1,12,2,2.0,50,0.857142857,0.6,1,1,24.0,1,0.5,1
2,3,12,14,2,10,2,2.0,153,0.857142857,0.666666667,0,0,74.0,5,2.5,0
3,1,22,42,0,22,2,0.5,221,0.0,0.7777777779999999,0,0,72.0,14,5.6667,0
4,2,17,30,2,15,2,1.066666667,181,0.5,0.5,1,1,43.0,4,1.25,0
5,6,14,17,1,13,1,0.916666667,60,0.875,0.666666667,2,3,10.4,1,0.6,0
2,1,3,5,0,3,0,1.0,16,0.0,1.0,0,0,6.0,0,0.0,0
2,1,21,23,0,21,0,1.0,116,0.0,1.0,0,0,46.0,0,0.0,0
2,1,15,17,0,15,0,1.0,86,0.0,1.0,0,0,34.0,0,0.0,0
4,4,23,38,1,22,3,1.0,172,0.9655172409999999,0.5555555560000001,3,7,41.25,1,0.5,0
2,1,2,5,0,2,2,2.0,17,0.0,0.75,0,0,7.5,1,0.5,0
4,5,9,13,0,9,1,1.0,43,0.913043478,0.5555555560000001,2,2,9.0,1,0.5,0
4,2,75,16,65,10,3,1.0,53,0.666666667,0.666666667,1,1,11.75,1,0.5,0
4,4,11,19,1,10,3,1.0,85,0.97826087,0.5555555560000001,3,7,19.5,1,0.5,0
5,6,10,16,1,9,1,0.916666667,62,0.88,0.666666667,2,3,10.8,1,0.6,0
2,1,2,5,1,2,2,2.0,23,0.0,0.75,0,0,10.5,1,0.5,0
2,3,8,9,1,7,2,2.0,57,0.857142857,0.666666667,1,1,27.5,4,2.0,0
2,3,30,66,2,28,2,1.0,351,0.857142857,0.625,1,1,172.5,1,0.5,0
2,1,2,4,0,2,0,1.0,11,0.0,1.0,0,0,4.0,0,0.0,0
5,6,18,21,1,17,1,0.916666667,82,0.875,0.666666667,2,3,14.8,1,0.6,0
2,1,9,11,0,9,0,1.0,61,0.0,1.0,0,0,24.0,0,0.0,0
3,5,5,7,1,4,1,0.5,29,0.9714285709999999,0.625,1,1,8.0,2,0.6667,0
5,4,17,13,6,11,1,2.0,52,0.875,0.55,2,3,9.4,5,1.6,0
2,1,9,11,0,9,0,1.0,46,0.0,1.0,0,0,18.0,0,0.0,0
2,3,23,38,1,22,2,2.0,235,0.857142857,0.625,1,1,116.5,1,0.5,0
2,3,14,13,2,12,2,2.0,124,0.857142857,0.666666667,1,1,61.0,9,4.5,0
2,4,13,20,1,12,2,2.0,150,0.944444444,0.625,1,1,74.0,1,0.5,0
3,2,5,4,1,4,2,2.0,28,0.92,0.5555555560000001,1,1,8.333333332999999,1,0.6667,0
6,3,10,29,0,10,3,0.745454545,356,0.818181818,0.36,0,0,56.5,7,2.3333,0
2,1,14,16,0,14,0,1.0,81,0.0,1.0,0,0,32.0,0,0.0,0
4,1,3,21,3,0,3,0.666666667,116,0.0,0.45,0,0,27.25,2,1.0,0
2,3,10,17,1,9,2,2.0,65,0.857142857,0.625,1,1,31.5,7,3.5,0
5,4,27,20,8,19,1,2.0,66,0.875,0.55,2,3,12.2,6,1.8,0
3,2,4,13,0,4,2,2.0,99,0.92,0.5555555560000001,1,2,32.0,5,2.0,0
25,1,97,99,74,23,21,0.979166667,1199,0.0,0.234848485,0,0,46.88,16,6.32,0
12,4,40,88,5,35,11,0.836363636,550,0.7560975609999999,0.8787878790000001,3,3,44.41666667,1,0.8333,0
2,3,14,9,3,11,2,2.0,28,0.857142857,0.625,1,1,13.0,1,0.5,0
5,5,19,32,2,17,4,0.916666667,157,0.9411764709999999,0.666666667,4,12,29.8,1,0.6,0
2,3,11,6,1,10,2,2.0,17,0.857142857,0.625,1,1,7.5,1,0.5,0
2,4,28,22,3,25,2,2.0,99,0.944444444,0.625,2,2,48.5,1,0.5,0
2,3,15,12,3,12,2,2.0,41,0.857142857,0.666666667,1,1,19.5,4,2.0,0
7,4,27,38,4,23,5,0.75,220,0.947368421,0.472222222,1,3,30.14285714,2,0.8571,0
2,3,13,11,2,11,2,2.0,36,0.857142857,0.625,1,1,17.0,2,1.0,0
4,4,17,26,1,16,3,1.0,125,0.97826087,0.5555555560000001,3,9,29.5,1,0.5,1
5,8,21,20,3,18,1,0.916666667,79,0.884615385,0.666666667,2,3,14.2,1,0.6,0
8,1,27,47,0,27,3,0.8,274,0.0,0.296875,0,0,32.625,3,1.625,1
2,1,17,19,0,17,0,1.0,96,0.0,1.0,0,0,38.0,0,0.0,0
4,4,12,18,0,12,3,1.0,73,0.923076923,0.375,2,2,17.0,1,0.75,1
31,1,6,32,3,3,31,0.933333333,202,0.0,0.181451613,0,0,5.032258065,1,0.9677,0
6,5,17,21,1,16,1,0.933333333,75,0.84,0.6,2,7,11.0,2,0.8333,0
2,3,11,13,1,10,2,2.0,64,0.857142857,0.625,1,1,31.0,1,0.5,0
7,1,16,32,3,13,7,1.0,251,0.0,0.321428571,0,0,33.42857143,11,2.4286,1
3,2,6,9,1,5,2,2.0,53,0.92,0.5555555560000001,1,2,16.66666667,4,1.6667,0
4,4,18,27,1,17,3,1.0,109,0.96875,0.5555555560000001,3,5,25.5,1,0.5,0
2,3,12,16,1,11,2,2.0,63,0.857142857,0.625,1,1,30.5,4,2.0,0
6,6,20,24,1,19,1,0.8666666670000001,102,0.84,0.7333333329999999,2,3,15.5,1,0.6667,0
4,5,11,13,2,9,1,1.0,43,0.913043478,0.5555555560000001,2,2,9.0,1,0.5,0
5,6,23,33,1,22,1,0.916666667,128,0.88,0.666666667,2,3,24.0,1,0.6,0
2,3,23,25,4,19,2,2.0,131,0.857142857,0.583333333,2,2,64.5,1,0.5,0
5,6,13,17,1,12,1,0.916666667,60,0.875,0.666666667,2,3,10.4,1,0.6,0
4,4,9,13,0,9,3,1.0,52,0.939393939,0.5555555560000001,3,4,11.25,1,0.5,0
5,6,4,9,2,2,5,1.25,28,0.962962963,0.65,1,1,4.4,1,0.2,0
2,2,4,5,0,4,2,2.0,23,0.666666667,0.625,1,1,10.5,1,0.5,0
2,3,23,20,2,21,2,2.0,108,0.857142857,0.6,1,1,53.0,1,0.5,0
2,3,14,12,1,13,2,2.0,50,0.857142857,0.625,1,1,24.0,2,1.0,0
3,1,11,30,1,10,1,1.1,105,0.0,0.5,0,0,32.33333333,2,0.6667,0
2,3,13,11,1,12,2,2.0,36,0.857142857,0.625,1,1,17.0,3,1.5,0
5,3,22,28,0,22,5,1.0,126,0.8888888890000001,0.5,0,0,23.6,3,1.6,1
3,5,5,7,1,4,1,0.5,29,0.9714285709999999,0.625,1,1,8.0,2,0.6667,0
5,6,15,17,2,13,1,0.916666667,58,0.88,0.666666667,2,3,10.0,1,0.6,0
5,4,13,16,1,12,1,1.25,52,0.875,0.55,2,3,9.2,4,1.4,0
5,4,12,17,2,10,1,2.0,53,0.875,0.55,2,3,9.6,6,1.8,0
13,1,31,55,3,28,8,0.958333333,285,0.0,0.194444444,0,0,20.30769231,6,1.8462,1
2,1,26,28,0,26,0,1.0,131,0.0,1.0,0,0,52.0,0,0.0,0
7,5,30,92,0,30,2,0.944444444,999,0.869565217,0.35714285700000004,1,2,140.0,22,7.2857,0
2,5,12,4,8,4,2,2.0,8,0.954545455,0.666666667,1,1,3.0,1,0.5,0
5,1,18,44,1,17,2,0.25,243,0.0,0.5,0,0,47.4,14,4.2,0
5,5,14,16,2,12,1,0.916666667,58,0.875,0.666666667,2,3,10.0,1,0.6,0
2,1,12,14,0,12,0,1.0,66,0.0,1.0,0,0,26.0,0,0.0,0
5,7,25,25,2,23,1,0.916666667,89,0.884615385,0.666666667,2,3,16.2,1,0.6,0
6,6,19,22,2,17,1,0.8666666670000001,98,0.84,0.7333333329999999,2,3,14.83333333,1,0.6667,0
2,1,25,27,0,25,0,1.0,136,0.0,1.0,0,0,54.0,0,0.0,0
5,5,16,30,4,12,4,1.0,105,0.9411764709999999,0.5,4,11,19.4,1,0.6,0
6,3,23,47,4,19,2,2.0,354,0.545454545,0.428571429,1,1,58.0,6,2.1667,0
2,4,25,16,1,24,2,2.0,54,0.944444444,0.625,2,2,26.0,1,0.5,0
4,5,11,13,2,9,1,1.0,43,0.913043478,0.5555555560000001,2,2,9.0,1,0.5,0
4,6,9,14,1,8,3,1.0,53,0.962264151,0.5555555560000001,5,9,11.5,1,0.5,0
2,3,27,20,2,25,2,2.0,167,0.857142857,0.625,1,1,82.5,4,2.0,0
11,1,18,35,15,3,11,0.6,125,0.0,0.386363636,0,0,10.0,1,0.9091,0
3,3,10,23,0,10,2,0.75,95,0.947368421,0.666666667,0,0,30.0,4,1.3333,0
7,5,11,12,1,10,1,2.0,34,0.8,0.380952381,1,2,3.857142857,2,1.0,0
3,2,16,26,0,16,2,0.5,113,0.666666667,0.5,1,1,36.33333333,3,1.3333,0
4,5,19,23,1,18,3,1.0,85,0.96,0.5555555560000001,4,8,19.5,1,0.5,0
2,3,8,7,1,7,2,2.0,21,0.857142857,0.625,1,1,9.5,1,0.5,0
2,3,17,19,2,15,2,2.0,85,0.857142857,0.625,1,1,41.5,7,3.5,0
4,6,10,13,1,9,1,1.0,43,0.916666667,0.5555555560000001,2,2,9.0,1,0.5,0
2,4,40,37,11,29,2,2.0,172,0.944444444,0.625,1,2,85.0,1,0.5,2
2,3,12,14,1,11,2,2.0,56,0.857142857,0.625,1,1,27.0,4,2.0,0
5,5,23,22,4,19,1,0.916666667,86,0.875,0.666666667,2,3,15.6,1,0.6,0
4,2,9,27,1,8,2,0.833333333,253,0.882352941,0.5555555560000001,1,3,61.25,21,5.5,0
2,3,9,12,2,7,2,2.0,47,0.857142857,0.625,1,1,22.5,4,2.0,0
7,1,32,82,0,32,2,1.166666667,1036,0.0,0.321428571,0,0,146.71428569999998,9,5.2857,3
3,1,28,32,0,28,2,0.875,238,0.0,0.6,0,0,77.0,20,6.6667,0
4,1,18,19,2,16,3,2.0,93,0.0,0.41666666700000005,0,0,22.25,3,1.75,0
2,3,11,11,1,10,2,2.0,41,0.857142857,0.666666667,1,1,19.5,5,2.5,0
2,3,20,28,2,18,2,2.0,102,0.857142857,0.625,2,2,49.5,7,3.5,0
9,1,31,62,11,21,7,0.9375,290,0.0,0.3125,0,0,31.0,2,1.0,2
3,4,22,33,0,22,1,1.0,342,0.953488372,0.666666667,2,3,111.33333329999999,2,1.0,1
2,3,15,16,1,14,2,2.0,61,0.857142857,0.625,1,1,29.5,3,1.5,0
343,1,24,344,0,24,343,0.996959064,1146,0.0,0.049076774000000004,0,0,2.268221574,1,0.9971,0
3,2,47,84,0,47,2,0.944444444,569,0.944444444,0.75,0,0,185.66666669999998,22,7.3333,0
2,3,20,16,2,18,2,2.0,59,0.857142857,0.625,1,1,28.5,4,2.0,2
2,3,25,23,1,24,2,2.0,110,0.857142857,0.625,1,1,54.0,1,0.5,0
2,4,27,22,1,26,2,2.0,101,0.944444444,0.625,1,1,49.5,1,0.5,0
2,3,11,11,1,10,2,2.0,39,0.857142857,0.625,1,1,17.5,2,1.0,0
2,3,22,35,2,20,2,1.0,158,0.857142857,0.625,1,1,76.5,5,2.5,0
0,1,9,0,9,0,0,2.0,28,0.0,0.0,0,0,0.0,0,0.0,1
4,4,13,19,1,12,3,1.0,70,0.957446809,0.5555555560000001,3,5,15.75,1,0.5,0
5,6,13,16,1,12,1,0.916666667,62,0.88,0.666666667,2,3,10.8,1,0.6,0
3,3,17,24,4,13,2,2.0,150,0.75,0.4,1,1,49.0,4,1.6667,0
13,1,49,67,31,18,12,2.0,350,0.0,0.23076923100000002,0,0,25.92307692,3,1.2308,0
2,1,22,24,0,22,0,1.0,111,0.0,1.0,0,0,44.0,0,0.0,0
5,7,25,28,1,24,1,0.916666667,105,0.884615385,0.666666667,2,3,19.4,1,0.6,0
4,7,10,13,1,9,1,1.0,43,0.916666667,0.5555555560000001,2,2,9.0,1,0.5,0
5,6,16,19,1,15,1,0.916666667,66,0.88,0.666666667,2,3,11.6,1,0.6,0
2,3,13,12,3,10,2,2.0,45,0.857142857,0.666666667,1,1,21.5,3,1.5,0
2,3,13,16,1,12,2,2.0,64,0.857142857,0.625,1,1,31.0,5,2.5,0
2,1,36,38,0,36,0,1.0,181,0.0,1.0,0,0,72.0,0,0.0,0
5,7,19,20,1,18,1,0.916666667,75,0.88,0.666666667,2,3,13.4,1,0.6,0
11,1,54,69,14,40,0,1.025,779,0.0,0.26666666699999997,0,0,69.45454545,17,4.4545,1
1,1,1,1,1,0,1,2.0,1,0.0,1.0,0,0,0.0,1,1.0,0
2,4,24,14,1,23,2,2.0,88,0.944444444,0.625,2,2,43.0,1,0.5,0
4,5,27,11,15,12,2,2.0,39,0.88,0.541666667,3,4,8.75,2,1.0,0
2,3,12,18,1,11,2,2.0,68,0.857142857,0.666666667,1,1,33.0,5,2.5,0
5,4,19,36,1,18,3,1.0,165,0.9523809520000001,0.583333333,3,10,31.4,6,1.6,0
5,5,14,17,1,13,1,0.916666667,58,0.875,0.666666667,2,3,10.0,1,0.6,0
3,1,4,3,2,2,3,2.0,3,0.0,0.583333333,0,0,0.0,1,1.0,0
4,4,9,11,1,8,1,1.333333333,44,0.9032258059999999,0.4375,2,2,9.5,1,0.75,0
4,2,45,15,34,11,3,1.0,63,0.666666667,0.5555555560000001,1,1,14.25,1,0.5,0
3,2,18,50,1,17,2,1.0,283,0.9259259259999999,0.46666666700000003,1,2,93.0,11,6.6667,0
6,6,15,19,4,11,1,0.8666666670000001,73,0.84,0.7333333329999999,2,3,10.66666667,1,0.6667,0
7,6,27,24,9,18,2,0.8888888890000001,91,0.814814815,0.7222222220000001,2,3,11.57142857,1,0.7143,0
3,3,17,24,4,13,2,2.0,194,0.75,0.4,1,1,63.66666667,4,1.6667,0
5,6,14,18,1,13,1,0.916666667,72,0.875,0.666666667,2,3,12.8,1,0.6,0
6,6,20,22,3,17,1,0.8666666670000001,87,0.846153846,0.7333333329999999,2,3,13.0,1,0.6667,0
5,4,42,50,2,40,4,0.916666667,296,0.9538461540000001,0.666666667,3,6,57.6,1,0.6,1
2,3,20,26,1,19,2,2.0,97,0.857142857,0.625,1,1,47.5,8,4.0,0
6,2,42,65,0,42,5,0.96,320,0.636363636,0.314285714,0,0,51.5,6,2.0,6
7,4,24,45,0,24,4,0.7564102559999999,451,0.8684210529999999,0.36111111100000004,2,2,61.57142857,14,2.8571,1
5,5,17,17,4,13,1,0.916666667,60,0.875,0.666666667,2,3,10.4,1,0.6,0
2,3,24,25,2,22,2,1.0,179,0.857142857,0.625,1,1,88.0,5,2.5,0
4,4,16,45,2,14,3,1.0,206,0.967213115,0.5555555560000001,3,9,49.75,1,0.5,0
5,8,30,21,10,20,1,0.916666667,84,0.8888888890000001,0.666666667,2,3,15.2,1,0.6,0
2,1,22,24,0,22,0,1.0,111,0.0,1.0,0,0,44.0,0,0.0,0
2,3,10,14,1,9,2,2.0,53,0.857142857,0.625,1,1,25.5,4,2.0,0
4,7,11,13,2,9,1,1.0,43,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
2,4,13,8,1,12,2,2.0,23,0.944444444,0.625,1,1,10.5,1,0.5,0
11,2,49,103,0,49,2,0.7333333329999999,1075,0.307692308,0.276923077,0,0,95.63636364,10,1.6364,0
2,1,4,6,0,4,0,1.0,21,0.0,1.0,0,0,8.0,0,0.0,0
4,5,2,14,0,2,1,1.0,338,0.958333333,0.666666667,2,3,81.5,7,2.0,0
5,6,18,20,1,17,1,0.916666667,71,0.875,0.666666667,2,3,12.6,1,0.6,0
5,6,18,20,1,17,1,0.916666667,75,0.875,0.666666667,2,3,13.4,1,0.6,0
5,7,16,18,1,15,1,0.916666667,68,0.88,0.666666667,2,3,12.0,1,0.6,0
4,7,9,13,1,8,1,1.0,43,0.916666667,0.5555555560000001,2,2,9.0,1,0.5,0
4,5,13,20,3,10,3,1.0,77,0.96,0.5555555560000001,4,8,17.5,1,0.5,0
2,3,21,31,0,21,2,2.0,147,0.857142857,0.625,2,2,72.5,10,5.0,0
4,4,10,18,1,9,3,1.0,85,0.97826087,0.5555555560000001,3,9,19.5,1,0.5,0
46,1,6,46,6,0,46,2.0,46,0.0,0.25,0,0,0.0,1,1.0,0
2,3,25,26,1,24,2,1.0,132,0.857142857,0.625,1,1,63.5,4,2.0,0
4,5,30,40,1,29,3,1.0,151,0.96,0.5555555560000001,4,9,36.0,1,0.5,1
6,7,19,22,2,17,1,0.8666666670000001,85,0.846153846,0.7333333329999999,2,3,12.66666667,1,0.6667,0
3,2,7,20,0,7,1,0.5,89,0.882352941,0.6,1,2,28.33333333,6,2.6667,0
4,5,11,13,2,9,1,1.0,43,0.913043478,0.5555555560000001,2,2,9.0,1,0.5,0
2,3,31,36,1,30,2,2.0,202,0.857142857,0.625,1,1,100.0,1,0.5,0
7,4,19,32,3,16,2,1.166666667,259,0.739130435,0.35714285700000004,1,2,35.85714286,3,1.5714,0
2,3,17,10,5,12,2,2.0,36,0.857142857,0.625,1,1,17.0,2,1.0,0
2,3,11,20,1,10,2,2.0,81,0.857142857,0.666666667,1,1,39.5,5,2.5,0
4,4,22,48,2,20,3,1.0,216,0.966101695,0.5555555560000001,4,6,52.25,1,0.5,0
3,4,9,8,7,2,2,1.166666667,29,0.982142857,1.0,3,7,7.666666667,1,0.3333,0
2,2,11,9,3,8,2,2.0,23,0.8,0.666666667,1,1,10.5,1,0.5,0
4,4,10,15,1,9,3,1.0,64,0.9655172409999999,0.5555555560000001,3,6,14.25,1,0.5,0
5,5,15,17,1,14,1,0.916666667,61,0.875,0.666666667,2,3,10.6,1,0.6,0
4,5,15,22,1,14,1,2.0,861,0.8888888890000001,0.5625,1,4,214.25,1,0.75,0
2,4,47,53,7,40,2,2.0,392,0.944444444,0.625,2,2,195.0,1,0.5,0
3,4,45,26,16,29,2,2.0,144,0.894736842,0.523809524,2,2,47.0,3,1.3333,0
3,3,8,14,0,8,2,0.75,46,0.947368421,0.666666667,0,0,13.66666667,2,0.6667,0
4,5,2,9,0,2,2,1.111111111,32,0.96875,1.0,4,7,6.25,1,0.5,0
9,4,28,69,0,28,6,0.892857143,322,0.837209302,0.26388888899999996,1,2,34.0,3,1.4444,1
6,6,23,22,6,17,1,0.8666666670000001,85,0.84,0.7333333329999999,2,3,12.66666667,1,0.6667,0
2,3,13,20,1,12,2,1.0,84,0.857142857,0.625,1,1,40.5,5,2.5,0
4,4,5,7,1,4,1,2.0,16,0.9032258059999999,0.4375,2,2,3.0,1,0.75,0
2,1,9,11,0,9,0,1.0,46,0.0,1.0,0,0,18.0,0,0.0,0
40,1,72,322,3,70,5,0.89010989,4149,0.0,0.137820513,0,0,102.2,28,6.75,0
4,4,22,33,2,20,3,1.0,131,0.966101695,0.5555555560000001,3,5,31.0,1,0.5,0
2,3,10,6,1,9,2,2.0,20,0.857142857,0.625,1,1,9.0,1,0.5,0
8,4,12,20,1,11,2,0.9523809520000001,69,0.7692307690000001,0.4,2,6,7.25,1,0.75,0
4,4,19,24,1,18,4,1.0,128,0.7857142859999999,0.5,2,5,30.75,1,0.75,0
4,3,9,28,0,9,2,0.7777777779999999,96,0.9607843140000001,1.0,1,1,22.25,1,0.5,0
3,2,16,5,9,7,3,2.0,15,0.666666667,0.583333333,1,1,4.0,1,0.6667,0
2,1,5,7,0,5,0,1.0,41,0.0,1.0,0,0,16.0,0,0.0,0
2,4,21,28,1,20,2,1.0,111,0.944444444,0.625,1,2,54.0,4,2.0,0
5,6,16,18,1,15,1,0.916666667,64,0.88,0.666666667,2,3,11.2,1,0.6,0
4,4,7,13,0,7,4,2.0,33,0.923076923,0.583333333,0,0,7.25,1,0.75,1
5,1,38,24,18,20,3,0.875,92,0.0,0.39285714299999996,0,0,17.0,1,0.6,0
3,4,18,25,5,13,1,0.75,87,0.9523809520000001,0.666666667,1,3,27.33333333,1,0.3333,0
2,3,22,13,3,19,2,2.0,51,0.857142857,0.625,1,1,24.0,3,1.5,0
2,1,4,6,2,2,2,2.0,27,0.0,0.75,0,0,12.5,2,1.0,0
4,4,17,28,1,16,3,1.0,116,0.97826087,0.5555555560000001,3,10,27.25,1,0.5,0
4,5,10,15,1,9,1,1.0,47,0.913043478,0.5555555560000001,2,2,10.0,1,0.5,0
2,4,35,33,2,33,2,2.0,213,0.944444444,0.625,2,2,105.5,1,0.5,0
2,3,9,8,1,8,2,2.0,30,0.857142857,0.666666667,1,1,14.0,2,1.0,0
2,3,25,30,1,24,2,2.0,134,0.857142857,0.625,1,1,66.0,1,0.5,0
2,1,8,10,0,8,0,1.0,51,0.0,1.0,0,0,20.0,0,0.0,0
4,4,11,19,1,10,3,1.0,104,0.97826087,0.5555555560000001,3,9,24.25,1,0.5,0
3,2,17,25,3,14,2,0.833333333,181,0.75,0.625,1,1,58.33333333,12,4.0,0
5,4,14,26,1,13,3,1.0,115,0.9523809520000001,0.583333333,3,9,21.4,2,0.8,0
4,4,25,42,1,24,3,1.0,163,0.97826087,0.5555555560000001,3,9,39.0,1,0.5,0
5,4,27,54,1,26,2,2.0,408,0.80952381,0.342857143,1,3,80.6,3,1.8,1
2,4,25,23,1,24,2,2.0,121,0.944444444,0.625,1,1,59.0,1,0.5,0
5,4,8,26,0,8,1,0.875,77,0.869565217,0.5,1,3,14.0,1,0.6,0
13,4,74,167,2,72,2,1.0,1622,0.5862068970000001,0.253846154,1,2,123.61538459999998,7,2.3846,1
56,1,16,64,0,16,56,0.96969697,202,0.0,0.07424812,0,0,2.5535714290000002,1,0.9821,0
4,4,11,19,1,10,3,1.0,90,0.97826087,0.5555555560000001,3,9,20.75,1,0.5,0
7,3,22,48,0,22,6,0.962962963,238,0.864864865,0.5,0,0,31.71428571,8,1.7143,1
2,3,8,8,0,8,2,2.0,30,0.857142857,0.666666667,1,1,14.0,2,1.0,0
5,4,12,15,1,11,1,2.0,45,0.875,0.55,2,3,8.0,3,1.2,0
6,6,19,21,6,13,1,0.8666666670000001,102,0.84,0.7333333329999999,2,3,15.5,1,0.6667,0
3,3,14,12,1,13,2,0.75,53,0.875,0.666666667,0,0,16.0,1,0.3333,0
5,7,19,21,1,18,1,0.916666667,79,0.884615385,0.666666667,2,3,14.2,1,0.6,0
4,4,11,19,1,10,3,1.0,90,0.97826087,0.5555555560000001,3,9,20.75,1,0.5,0
3,1,11,21,0,11,2,0.75,88,0.0,1.0,0,0,27.66666667,3,1.0,0
2,3,7,6,1,6,2,2.0,18,0.857142857,0.625,1,1,8.0,1,0.5,0
2,1,35,37,0,35,0,1.0,176,0.0,1.0,0,0,70.0,0,0.0,0
2,3,19,16,1,18,2,2.0,67,0.857142857,0.625,1,1,32.5,1,0.5,0
6,5,15,10,10,5,2,2.0,31,0.8888888890000001,0.375,3,8,4.166666667,1,0.8333,0
3,2,8,18,1,7,2,1.5,138,0.882352941,0.5555555560000001,1,2,44.66666667,6,2.3333,0
4,5,15,25,4,11,3,1.0,106,0.96,0.5555555560000001,4,11,24.75,1,0.5,1
2,3,16,19,4,12,2,2.0,82,0.857142857,0.625,1,1,40.0,1,0.5,0
2,3,25,18,1,24,2,2.0,103,0.857142857,0.625,1,1,50.5,1,0.5,0
5,1,17,48,2,16,2,1.0625,342,0.0,0.35714285700000004,0,0,66.6,3,1.4,4
2,3,13,12,3,10,2,2.0,46,0.857142857,0.625,1,1,22.0,1,0.5,0
4,4,11,19,1,10,3,1.0,78,0.97826087,0.5555555560000001,3,7,17.75,1,0.5,0
2,3,21,15,2,19,2,2.0,103,0.857142857,0.625,1,1,50.5,2,1.0,0
5,6,13,16,1,12,1,0.916666667,64,0.88,0.666666667,2,3,11.2,1,0.6,0
6,5,24,37,4,20,5,0.84,213,0.923076923,0.7333333329999999,4,9,33.66666667,1,0.6667,0
3,3,17,28,3,14,2,1.5,161,0.75,0.533333333,1,1,51.0,7,4.3333,0
4,7,10,13,1,9,1,1.0,43,0.92,0.5555555560000001,2,2,9.0,1,0.5,0
42,1,72,195,0,72,33,0.963414634,1572,0.0,0.13780487800000002,0,0,36.19047619,14,2.5952,3
4,4,10,15,1,9,3,1.0,57,0.96875,0.5555555560000001,3,6,12.5,1,0.5,0
6,6,25,19,12,13,1,0.8666666670000001,72,0.846153846,0.7333333329999999,2,3,10.5,1,0.6667,0
2,1,16,18,0,16,0,1.0,91,0.0,1.0,0,0,36.0,0,0.0,0
2,3,20,21,1,19,2,2.0,90,0.857142857,0.6,1,1,44.0,8,4.0,1
4,5,15,23,1,14,1,2.0,462,0.8888888890000001,0.5625,1,4,114.5,1,0.75,0
2,1,11,13,0,11,0,1.0,56,0.0,1.0,0,0,22.0,0,0.0,0
6,6,15,19,2,13,1,0.8666666670000001,73,0.84,0.7333333329999999,2,3,10.66666667,1,0.6667,0
6,5,15,18,1,14,2,0.933333333,69,0.84,0.44,2,4,10.0,4,1.1667,0
7,4,31,57,3,28,5,0.944444444,409,0.921875,0.4,3,5,57.0,1,0.7143,2
2,1,59,61,0,59,0,1.0,296,0.0,1.0,0,0,118.0,0,0.0,0
5,5,9,14,1,8,1,1.0,45,0.875,0.5,2,5,7.4,1,0.6,0
2,3,8,10,2,6,2,2.0,38,0.857142857,0.625,1,1,18.0,3,1.5,0
18,4,41,86,7,34,7,1.039015606,716,0.6,0.18954248399999998,1,1,33.33333333,5,1.8889,1
